2.44981,-0.042391,0.15,0,0,-0.0139201,0.999903,map
7.65043,0.231151,0.15,0,0,0.0174385,0.999848,map
14.4492,0.758954,0.15,0,0,-0.00788575,0.999969,map
21.0369,1.33726,0.15,0,0,0.0139437,0.999903,map
21.0733,1.37362,0.15,0,0,0.719594,0.694395,map
20.7922,4.36652,0.15,0,0,0.742561,0.669779,map
20.791,4.37637,0.15,0,0,0.999692,0.0248271,map
13.3603,4.10238,0.15,0,0,0.999404,-0.034512,map
5.60947,3.3784,0.15,0,0,0.999003,-0.0446509,map
-0.201883,2.72522,0.15,0,0,0.999858,-0.016841,map
-0.119746,2.6717,0.15,0,0,-0.711179,0.703011,map
-0.118965,0.0342843,0.15,0,0,-0.69463,0.719367,map
-0.00321211,-0.022511,0.15,0,0,0.00304178,0.999995,map
