0.0168718,-0.0264857,0.15,0,0,-0.00622236,0.999981,map
3.79147,0.291414,0.15,0,0,0.0172016,0.999852,map
9.05464,0.642604,0.15,0,0,0.0234336,0.999725,map
16.9546,0.929882,0.15,0,0,0.0234336,0.999725,map
25.4811,1.30195,0.15,0,0,0.0121981,0.999926,map
25.4025,1.35274,0.15,0,0,-0.677417,0.735599,map
25.5979,-2.25669,0.15,0,0,-0.700103,0.714041,map
25.6483,-2.23783,0.15,0,0,0.999952,-0.00976979,map
16.8461,-2.59446,0.15,0,0,0.999823,0.0188354,map
8.96401,-3.07637,0.15,0,0,0.999879,-0.0155367,map
5.8817,-2.93435,-2.77556e-17,0,0,0.999539,-0.030365,map
3.82801,-1.90409,0.15,0,0,0.999965,0.00839637,map
3.85339,-1.92406,0.15,0,0,-0.724373,0.689408,map
3.86531,-5.68062,0.15,0,0,-0.707708,0.706505,map
3.91042,-11.0115,0.15,0,0,-0.721254,0.69267,map
3.92927,-11.0362,0.15,0,0,0.999995,0.00311001,map
-0.90654,-11.1345,0.15,0,0,0.999904,0.0138493,map
-0.937544,-11.0783,0.15,0,0,0.730365,0.683057,map
-1.39304,-0.112531,0.15,0,0,0.710029,0.704172,map
-1.41454,-0.0656825,0.15,0,0,0.022325,0.999751,map
0.0056163,0.0251343,0.15,0,0,0.0101281,0.999949,map
